source,pt_PT
"Simple Python Expression, Example: <code class=""language-python"">status in (""Closed"", ""Cancelled"")</code>","Expressão Python simples, exemplo: <code class=""language-python"">status in (""Closed"", ""Cancelled"")</code>"
Single DocTypes cannot be customized.,DocTypes únicos não podem ser personalizados.
Single Types have only one record no tables associated. Values are stored in tabSingles,Os tipos únicos possuem apenas um registro e nenhuma tabela associada. Os valores são armazenados em tabSingles
Site,Site
"Site is running in read only mode for maintenance or site update, this action can not be performed right now. Please try again later.","O site está sendo executado em modo somente leitura para manutenção ou atualização do site. Esta ação não pode ser executada no momento. Por favor, tente novamente mais tarde."
Size,Tamanho
Size (MB),Tamanho (MB)
Size exceeds the maximum allowed file size.,O tamanho excede o tamanho máximo de arquivo permitido.
Skip,Pular
Skip All,Pular tudo
Skip Step,Pular etapa
Skipped,Ignorado
Skipping Duplicate Column {0},Ignorando coluna duplicada {0}
Skipping Untitled Column,Ignorando coluna sem título
Skipping column {0},Ignorando coluna {0}
Skipping fixture syncing for doctype {0} from file {1},Ignorando a sincronização do fixture para o tipo de documento {0} do arquivo {1}
"Skipping {0} of {1}, {2}","Ignorando {0} de {1}, {2}"
Skype,Skype
Slack Webhook Error,Erro de webhook do Slack
Slack Webhook URL,URL do webhook do Slack
Slideshow,Apresentação de slides
Slideshow Items,Itens da apresentação de slides
Slideshow Name,Nome da apresentação de slides
Slideshow like display for the website,Apresentação de slides como exibição para o site
Slug,Lesma
Smallest circulating fraction unit (coin). For e.g. 1 cent for USD and it should be entered as 0.01,"Menor unidade de fração circulante (moeda). Por exemplo 1 centavo para USD e deve ser inserido como 0,01"
Snippet and more variables:  {0},Snippet e mais variáveis: {0}
Social Link Settings,Configurações de links sociais
Social Link Type,Tipo de link social
Social Login Key,Chave de login social
Social Logins,Logins sociais
SocketIO Ping Check,Verificação de ping do SocketIO
SocketIO Transport Mode,Modo de transporte SocketIO
Soft-Bounced,Soft-Bounce
Software ID,ID do software
Software Version,Versão do software
Solid,Sólido
Some columns might get cut off when printing to PDF. Try to keep number of columns under 10.,Algumas colunas podem ser cortadas durante a impressão em PDF. Tente manter o número de colunas abaixo de 10.
"Some mailboxes require a different Sent Folder Name e.g. ""INBOX.Sent""","Algumas caixas de correio exigem um nome de pasta enviada diferente, por exemplo. ""INBOX.Enviado"""
Some of the features might not work in your browser. Please update your browser to the latest version.,Alguns dos recursos podem não funcionar no seu navegador. Atualize seu navegador para a versão mais recente.
Something went wrong,Algo deu errado
Something went wrong during the token generation. Click on {0} to generate a new one.,Algo deu errado durante a geração do token. Clique em {0} para gerar um novo.
Something went wrong.,Algo deu errado.
Sorry! I could not find what you were looking for.,Desculpe! Não consegui encontrar o que você procurava.
Sorry! You are not permitted to view this page.,Desculpe! Você não tem permissão para visualizar esta página.
Sort Ascending,Classificar em ordem crescente
Sort Descending,Classificar em ordem decrescente
Sort Options,Opções de classificação
Sort field {0} must be a valid fieldname,O campo de classificação {0} deve ser um nome de campo válido
Source,Fonte
Source Code,Código Fonte
Source Name,Nome da fonte
Source Text,Texto Fonte
Spacer,Espaçador
Spam,Spam
SparkPost,SparkPost
Spawns actions in a background job,Gera ações em um trabalho em segundo plano
Special Characters are not allowed,Caracteres especiais não são permitidos
"Special Characters except '-', '#', '.', '/', '{{' and '}}' not allowed in naming series {0}","Caracteres especiais, exceto '-', '#', '.', '/', '{{' e '}}', não são permitidos na nomenclatura de séries {0}"
"Specify a custom timeout, default timeout is 1500 seconds","Especifique um tempo limite personalizado, o tempo limite padrão é 1.500 segundos"
"Specify the domains or origins that are permitted to embed this form. Enter one domain per line (e.g., https://example.com). If no domains are specified, the form can only be embedded on the same origin.","Especifique os domínios ou origens que têm permissão para incorporar este formulário. Insira um domínio por linha (por exemplo, https://example.com). Se nenhum domínio for especificado, o formulário só poderá ser incorporado na mesma origem."
Splash Image,Imagem inicial
Sr,Sr.
Sr No.,Sr. Não.
Stack Trace,Rastreamento de pilha
Standard,Padrão
Standard DocType can not be deleted.,DocType padrão não pode ser excluído.
"Standard DocType cannot have default print format, use Customize Form","DocType padrão não pode ter formato de impressão padrão, use Personalizar formulário"
Standard Not Set,Padrão não definido
Standard Permissions,Permissões padrão
Standard Print Format cannot be updated,O formato de impressão padrão não pode ser atualizado
Standard Print Style cannot be changed. Please duplicate to edit.,O estilo de impressão padrão não pode ser alterado. Duplique para editar.
Standard Reports cannot be deleted,Os relatórios padrão não podem ser excluídos
Standard Reports cannot be edited,Os relatórios padrão não podem ser editados
Standard Sidebar Menu,Menu da barra lateral padrão
"Standard Web Forms can not be modified, duplicate the Web Form instead.","Os formulários da Web padrão não podem ser modificados; em vez disso, duplique o formulário da Web."
Standard rich text editor with controls,Editor de rich text padrão com controles
Standard roles cannot be disabled,As funções padrão não podem ser desativadas
Standard roles cannot be renamed,As funções padrão não podem ser renomeadas
Standard user type {0} can not be deleted.,O tipo de usuário padrão {0} não pode ser excluído.
Start,Começar
Start Date,Data de início
Start Import,Iniciar importação
Start Recording,Comece a gravar
Start Time,Hora de início
Start a new discussion,Iniciar uma nova discussão
Start entering data below this line,Comece a inserir dados abaixo desta linha
Start new Format,Iniciar novo formato
StartTLS,IniciarTLS
Started At,Começou em
Starting Frappe ...,Iniciando greve...
State Properties,Propriedades do Estado
Statistics,Estatísticas
Stats,Estatísticas
Status,Status
Status Updated,Status atualizado
Status Updated. The email will be picked up in the next scheduled run.,Status atualizado. O Email será coletado na próxima execução agendada.
Status: {0},Status: {0}
Steps to verify your login,Etapas para verificar seu login
Sticky,Pegajoso
Stop,Parar
Stopped,Parou
Storage Usage (MB),Uso de armazenamento (MB)
Storage Usage By Table,Uso de armazenamento por tabela
Store Attached PDF Document,Armazenar documento PDF anexado
Store the API secret securely. It won't be displayed again.,Armazene o segredo da API com segurança. Não será exibido novamente.
Stores the datetime when the last reset password key was generated.,Armazena a data e hora em que a última chave de redefinição de senha foi gerada.
Straight rows of keys are easy to guess,Linhas retas de teclas são fáceis de adivinhar
Strip EXIF tags from uploaded images,Remova as tags EXIF ​​das imagens enviadas
Strong,Forte
"Style represents the button color: Success - Green, Danger - Red, Inverse - Black, Primary - Dark Blue, Info - Light Blue, Warning - Orange","O estilo representa a cor do botão: Sucesso - Verde, Perigo - Vermelho, Inverso - Preto, Primário - Azul Escuro, Informação - Azul Claro, Aviso - Laranja"
"Sub-currency. For e.g. ""Cent""","Submoeda. Por exemplo ""Centão"""
Subject,Assunto
Subject Field,Campo Assunto
"Subject Field type should be Data, Text, Long Text, Small Text, Text Editor","O tipo de campo de assunto deve ser Dados, Texto, Texto Longo, Texto Pequeno, Editor de Texto"
Submission Queue,Fila de envio
Submit,Enviar
Submit an Issue,Envie um problema
Submit another response,Enviar outra resposta
Submit button label,Enviar rótulo do botão
Submit on Creation,Enviar na criação
Submit this document to complete this step.,Envie este documento para concluir esta etapa.
Submit this document to confirm,Envie este documento para confirmar
Submit {0} documents?,Enviar {0} documentos?
Submitted,Enviado
Submitted Document cannot be converted back to draft. Transition row {0},O documento enviado não pode ser convertido novamente em rascunho. Linha de transição {0}
Submitted document cannot be converted back to draft while transitioning from <b>{0} State</b> to <b>{1} State</b>,O documento enviado não pode ser convertido novamente em rascunho durante a transição de <b>{0} Estado</b> para <b>{1} Estado</b>
Submitting,Enviando
Submitting {0},Enviando {0}
Subtle,Sutil
Success,Sucesso
Success Action,Ação de sucesso
Success URI,URI de sucesso
Success message,Mensagem de sucesso
Success title,Título de sucesso
Successful Job Count,Contagem de trabalhos bem-sucedidos
Successful Transactions,Transações bem-sucedidas
Successful: {0} to {1},Bem-sucedido: {0} a {1}
Successfully Updated,Atualizado com sucesso
Successfully imported {0},Importado {0} com sucesso
Successfully imported {0} out of {1} records.,Importado com sucesso {0} de {1} registros.
Successfully reset onboarding status for all users.,Redefinição do status de integração para todos os usuários.
Successfully signed out,Desconectado com sucesso
Successfully updated translations,Traduções atualizadas com sucesso
Successfully updated {0},Atualizado com sucesso {0}
Successfully updated {0} out of {1} records.,{0} de {1} registros atualizados com sucesso.
Suggest Optimizations,Sugerir otimizações
Suggested Indexes,Índices sugeridos
Suggested Username: {0},Nome de usuário sugerido: {0}
Sum,Soma
Sum of {0},Soma de {0}
Summary,Resumo
"Support without complexity, lock-in and per-user costs. Try it for free!","Suporte sem complexidade, dependência e custos por usuário. Experimente gratuitamente!"
Suspend Sending,Suspender envio
Switch Camera,Trocar câmera
Switch Theme,Mudar tema
Switch To Desk,Mudar para mesa
Switch to Frappe CRM,Mude para o Frappe CRM
Switch to Helpdesk,Mudar para o suporte técnico
Switching Camera,Trocando de câmera
Sync Calendar,Sincronizar calendário
Sync Contacts,Sincronizar contatos
Sync events from Google as public,Sincronize eventos do Google como públicos
Sync on Migrate,Sincronizar na migração
"Sync token was invalid and has been reset, Retry syncing.",O token de sincronização era inválido e foi redefinido. Tente sincronizar novamente.
Sync {0} Fields,Sincronizar {0} campos
Synced Fields,Campos sincronizados
Syncing,Sincronizando
Syncing {0} of {1},Sincronizando {0} de {1}
Syntax Error,Erro de sintaxe
System Console,Console do sistema
System Generated Fields can not be renamed,Os campos gerados pelo sistema não podem ser renomeados
System Health,Saúde do sistema
System Health Report,Relatório de integridade do sistema
System Health Report Errors,Erros do relatório de integridade do sistema
System Health Report Failing Jobs,Trabalhos com falha no relatório de integridade do sistema
System Health Report Queue,Fila de relatórios de integridade do sistema
System Health Report Tables,Tabelas de relatório de integridade do sistema
System Health Report Workers,Trabalhadores do Relatório de Saúde do Sistema
System Manager,Gerente do Sistema
System Manager privileges required.,São necessários privilégios de gerente do sistema.
System Settings,Configurações do sistema
T,T
TOS URI,ÓDIO TOSSE
Tab,Guia
Tab Break,Quebra de tabulação
Tab Label,Etiqueta da guia
Table,Mesa
Table Field,Campo da tabela
Table Fieldname,Nome do campo da tabela
Table Fieldname Missing,Nome do campo da tabela ausente
Table MultiSelect,Seleção múltipla de tabela
"Table MultiSelect requires a table with at least one Link field, but none was found in {0}","Table MultiSelect requer uma tabela com pelo menos um campo Link, mas nenhum foi encontrado em {0}"
Table Trimmed,Mesa aparada
Table updated,Tabela atualizada
Table {0} cannot be empty,A tabela {0} não pode estar vazia
Tabloid,Tablóide
Tag,Marcação
Tag Link,Link da etiqueta
Tags,Etiquetas
Take Photo,Tirar foto
Target,Alvo
Task,Tarefa
Team Members,Membros da equipe
Team Members Subtitle,Legenda dos membros da equipe
Telemetry,Telemetria
Template,Modelo
Template Error,Erro de modelo
Template File,Arquivo de modelo
Templates,Modelos
Temporarily Disabled,Temporariamente desativado
Test Data,Dados de teste
Test Job ID,ID do trabalho de teste
Test Spanish,Teste espanhol
Test_Folder,Pasta_teste
Text Content,Conteúdo de texto
Thank you,Obrigado
Thank you for reaching out to us. We will get back to you at the earliest.|||||||||Your query:||||||{0},Obrigado por entrar em contato conosco. Entraremos em contato com você o mais breve possível.|||||||||Sua consulta:||||||{0}
Thank you for spending your valuable time to fill this form,Obrigado por gastar seu valioso tempo preenchendo este formulário
Thank you for your email,Obrigado pelo seu Email
Thank you for your feedback!,Obrigado pelo seu feedback!
Thank you for your message,Obrigado pela sua mensagem
Thanks,Obrigado
The Auto Repeat for this document has been disabled.,A repetição automática deste documento foi desativada.
The Bulk Update could not happen due to <b>{0}</b>,A atualização em massa não pôde acontecer devido a <b>{0}</b>
The CSV format is case sensitive,O formato CSV diferencia maiúsculas de minúsculas
"The Client ID obtained from the Google Cloud Console under <a href=""https://console.cloud.google.com/apis/credentials"">|||""APIs &amp; Services"" &gt; ""Credentials""|||</a>","O ID do cliente obtido no Console do Google Cloud em <a href=""https://console.cloud.google.com/apis/credentials"">|||""APIs &amp; Services"" &gt; ""Credenciais""|||</a>"
The Condition '{0}' is invalid,A condição '{0}' é inválida
The File URL you've entered is incorrect,O URL do arquivo que você inseriu está incorreto
The Next Scheduled Date cannot be later than the End Date.,A Próxima Data Agendada não pode ser posterior à Data Final.
The Push Relay Server URL key (`push_relay_server_url`) is missing in your site config,A chave de URL do Push Relay Server (`push_relay_server_url`) está faltando na configuração do seu site
The User record for this request has been auto-deleted due to inactivity by system admins.,O registro do usuário para esta solicitação foi excluído automaticamente devido à inatividade dos administradores do sistema.
"The application has been updated to a new version, please refresh this page","O aplicativo foi atualizado para uma nova versão, atualize esta página"
The application name will be used in the Login page.,O nome do aplicativo será usado na página de Login.
The attachments could not be correctly linked to the new document,Os anexos não puderam ser vinculados corretamente ao novo documento
"The browser API key obtained from the Google Cloud Console under <a href=""https://console.cloud.google.com/apis/credentials"">|||""APIs &amp; Services"" &gt; ""Credentials""|||</a>","A chave de API do navegador obtida no Console do Google Cloud em <a href=""https://console.cloud.google.com/apis/credentials"">|||""APIs &amp; Services"" &gt; ""Credenciais""|||</a>"
The changes have been reverted.,As alterações foram revertidas.
The column {0} has {1} different date formats. Automatically setting {2} as the default format as it is the most common. Please change other values in this column to this format.,"A coluna {0} possui {1} formatos de data diferentes. Definir automaticamente {2} como formato padrão, pois é o mais comum. Altere outros valores nesta coluna para este formato."
The comment cannot be empty,O comentário não pode ficar vazio
The configured SMTP server does not support DSN (Delivery Status Notification).,O servidor SMTP configurado não suporta DSN (Delivery Status Notification).
The contents of this email are strictly confidential. Please do not forward this email to anyone.,"O conteúdo deste Email é estritamente confidencial. Por favor, não encaminhe este Email para ninguém."
The count shown is an estimated count. Click here to see the accurate count.,A contagem mostrada é uma contagem estimada. Clique aqui para ver a contagem precisa.
The country's ISO 3166 ALPHA-2 code.,O código ISO 3166 ALPHA-2 do país.
The document could not be correctly assigned,O documento não pôde ser atribuído corretamente
The document has been assigned to {0},O documento foi atribuído a {0}
"The document type selected is a child table, so the parent document type is required.","O tipo de documento selecionado é uma tabela filha, portanto o tipo de documento pai é obrigatório."
The email button is enabled for the user in the document.,O botão de Email está habilitado para o usuário no documento.
The field {0} in {1} does not allow ignoring user permissions,O campo {0} em {1} não permite ignorar as permissões do usuário
The field {0} in {1} links to {2} and not {3},O campo {0} em {1} está vinculado a {2} e não a {3}
The field {0} is mandatory,O campo {0} é obrigatório
The fieldname you've specified in Attached To Field is invalid,O nome do campo que você especificou em Anexado ao campo é inválido
The following Assignment Days have been repeated: {0},Os seguintes Dias de Atribuição foram repetidos: {0}
The following Header Script will add the current date to an element in 'Header HTML' with class 'header-content',O seguinte script de cabeçalho adicionará a data atual a um elemento em 'Header HTML' com a classe 'header-content'
The following configured IMAP folder(s) were not found or are not accessible on the server:<br><ul>{0}</ul>Please verify the folder names exactly as they appear on the server and ensure the account has access to them.,As seguintes pastas IMAP configuradas não foram encontradas ou não estão acessíveis no servidor:<br><ul>{0}</ul>Verifique os nomes das pastas exatamente como aparecem no servidor e certifique-se de que a conta tenha acesso a elas.
The following values are invalid: {0}. Values must be one of {1},Os seguintes valores são inválidos: {0}. Os valores devem ser um de {1}
The following values do not exist for {0}: {1},Os seguintes valores não existem para {0}: {1}
The limit has not set for the user type {0} in the site config file.,O limite não foi definido para o tipo de usuário {0} no arquivo de configuração do site.
The link will expire in {0} minutes,O link expirará em {0} minutos
The link you trying to login is invalid or expired.,O link que você está tentando fazer login é inválido ou expirou.
"The meta description is an HTML attribute that provides a brief summary of a web page. Search engines such as Google often display the meta description in search results, which can influence click-through rates.","A meta descrição é um atributo HTML que fornece um breve resumo de uma página web. Mecanismos de pesquisa como o Google geralmente exibem a meta descrição nos resultados da pesquisa, o que pode influenciar as taxas de cliques."
"The meta image is unique image representing the content of the page. Images for this Card should be at least 280px in width, and at least 150px in height.",A metaimagem é uma imagem única que representa o conteúdo da página. As imagens deste cartão devem ter pelo menos 280px de largura e pelo menos 150px de altura.
The next tour will start from where the user left off.,O próximo tour começará de onde o usuário parou.
The number of seconds until the request expires,O número de segundos até que a solicitação expire
The password of your account has expired.,A senha da sua conta expirou.
The print button is enabled for the user in the document.,O botão imprimir está habilitado para o usuário no documento.
The process for deletion of {0} data associated with {1} has been initiated.,O processo de exclusão de {0} dados associados a {1} foi iniciado.
"The project number obtained from Google Cloud Console under <a href=""https://console.cloud.google.com/iam-admin/settings"">|||""IAM &amp; Admin"" &gt; ""Settings""|||</a>","O número do projeto obtido no Console do Google Cloud em <a href=""https://console.cloud.google.com/iam-admin/settings"">|||""IAM &amp; Admin"" &gt; ""Configurações""|||</a>"
The report you requested has been generated.<br><br>Click here to download:<br><a href='{0}'>{0}</a><br><br>This link will expire in {1} hours.,O relatório solicitado foi gerado.<br><br>Clique aqui para fazer download:<br><a href='{0}'>{0}</a><br><br>Este link expirará em {1} horas.
The reset password link has been expired,O link de redefinição de senha expirou
The reset password link has either been used before or is invalid,O link de redefinição de senha já foi usado antes ou é inválido
The resource you are looking for is not available,O recurso que você procura não está disponível
The role {0} should be a custom role.,A função {0} deve ser uma função personalizada.
The selected document {0} is not a {1}.,O documento selecionado {0} não é um {1}.
The system is being updated. Please refresh again after a few moments.,O sistema está sendo atualizado. Atualize novamente após alguns instantes.
The system provides many pre-defined roles. You can add new roles to set finer permissions.,O sistema fornece muitas funções predefinidas. Você pode adicionar novas funções para definir permissões mais refinadas.
The total number of user document types limit has been crossed.,O limite do número total de tipos de documentos do usuário foi ultrapassado.
The user can create a new Item but cannot edit existing items.,"O usuário pode criar um novo item, mas não pode editar itens existentes."
The user can delete Draft / Cancelled documents.,O usuário pode excluir documentos Rascunhos/Cancelados.
The user can export report data.,O usuário pode exportar dados do relatório.
The user can import new records or update existing data for the document.,O usuário pode importar novos registros ou atualizar dados existentes para o documento.
The user can select a Customer in Sales Order but cannot open the Customer master.,"O usuário pode selecionar um Cliente na Ordem de vendas, mas não pode abrir o cadastro de Clientes."
The user can share document access with another user.,O usuário pode compartilhar o acesso ao documento com outro usuário.
The user can update a customer or any other fields in an existing Sales Order but cannot create a new Sales Order.,"O usuário pode atualizar um cliente ou qualquer outro campo em uma ordem de vendas existente, mas não pode criar uma nova ordem de vendas."
The user can view Sales Invoices but cannot modify any field values in them.,"O usuário pode visualizar faturas de vendas, mas não pode modificar nenhum valor de campo nelas."
"The value of the field {0} is too long in the {1} document. To resolve this issue, please reduce the value length or change the {0} field Type to Long Text using customize form, and then try again.","O valor do campo {0} é muito longo no documento {1}. Para resolver esse problema, reduza o comprimento do valor ou altere o tipo do campo {0} para Texto Longo usando o formulário personalizado e tente novamente."
The value you pasted was {0} characters long. Max allowed characters is {1}.,O valor que você colou tinha {0} caracteres. O máximo de caracteres permitidos é {1}.
The webhook will be triggered if this expression is true,O webhook será acionado se esta expressão for verdadeira
The {0} is already on auto repeat {1},O {0} já está em repetição automática {1}
Theme Changed,Tema alterado
There are documents which have workflow states that do not exist in this Workflow. It is recommended that you add these states to the Workflow and change their states before removing these states.,Existem documentos que possuem estados de fluxo de trabalho que não existem neste fluxo de trabalho. É recomendável adicionar esses estados ao fluxo de trabalho e alterar seus estados antes de removê-los.
There are no upcoming events for you.,Não há eventos futuros para você.
"There are no {0} for this {1}, why don't you start one!","Não há {0} para este {1}, por que você não inicia um!"
There are {0} with the same filters already in the queue:,Já existem {0} com os mesmos filtros na fila:
There can be only 9 Page Break fields in a Web Form,Pode haver apenas 9 campos de quebra de página em um formulário da Web
There can be only one Fold in a form,Só pode haver uma dobra em um formulário
There is an error in your Address Template {0},Há um erro no seu modelo de endereço {0}
There is no data to be exported,Não há dados a serem exportados
"There is no task called ""{}""","Não há nenhuma tarefa chamada ""{}"""
There is nothing new to show you right now.,Não há nada de novo para mostrar a você agora.
There is some problem with the file url: {0},Há algum problema com o URL do arquivo: {0}
There is {0} with the same filters already in the queue:,Já existe {0} com os mesmos filtros na fila:
There must be atleast one permission rule.,Deve haver pelo menos uma regra de permissão.
There was an error building this page,Ocorreu um erro ao criar esta página
There was an error saving filters,Ocorreu um erro ao salvar os filtros
There were errors,Houve erros
There were errors while creating the document. Please try again.,"Ocorreram erros durante a criação do documento. Por favor, tente novamente."
There were errors while sending email. Please try again.,"Ocorreram erros ao enviar Email. Por favor, tente novamente."
"There were some errors setting the name, please contact the administrator","Ocorreram alguns erros ao definir o nome, entre em contato com o administrador"
These announcements will appear inside a dismissible alert below the Navbar.,Esses anúncios aparecerão em um alerta descartável abaixo da barra de navegação.
"These fields are used to provide resource server metadata to clients querying the ""well known protected resource"" end point.","Esses campos são usados ​​para fornecer metadados do servidor de recursos aos clientes que consultam o ponto final do ""recurso protegido bem conhecido""."
These settings are required if 'Custom' LDAP Directory is used,Essas configurações são necessárias se o diretório LDAP 'Personalizado' for usado
Third Party Apps,Aplicativos de terceiros
This Currency is disabled. Enable to use in transactions,Esta moeda está desativada. Habilitar para usar em transações
This Kanban Board will be private,Este quadro Kanban será privado
This PDF cannot be uploaded as it contains unsafe content.,Este PDF não pode ser carregado porque contém conteúdo inseguro.
This action is irreversible. Do you wish to continue?,Esta ação é irreversível. Você deseja continuar?
This action is only allowed for {},Esta ação só é permitida para {}
This cannot be undone,Isso não pode ser desfeito
This card is visible only to Administrator and System Managers by default. Set a DocType to share with users who have read access.,Este cartão é visível apenas para administradores e gerentes de sistema por padrão. Defina um DocType para compartilhar com usuários que tenham acesso de leitura.
This doctype has no orphan fields to trim,Este tipo de documento não possui campos órfãos para cortar
"This doctype has pending migrations, run 'bench migrate' before modifying the doctype to avoid losing changes.","Este tipo de documento tem migrações pendentes, execute 'bench Migrate' antes de modificar o tipo de documento para evitar a perda de alterações."
This document can not be deleted right now as it's being modified by another user. Please try again after some time.,"Este documento não pode ser excluído agora porque está sendo modificado por outro usuário. Por favor, tente novamente depois de algum tempo."
This document has already been queued for submission. You can track the progress over {0}.,Este documento já está na fila para envio. Você pode acompanhar o progresso em {0}.
This document has been modified after the email was sent.,Este documento foi modificado após o envio do Email.
This document has unsaved changes which might not appear in final PDF. <br> Consider saving the document before printing.,Este documento contém alterações não salvas que podem não aparecer no PDF final. <br> Considere salvar o documento antes de imprimir.
"This document is already amended, you cannot ammend it again","Este documento já foi alterado, você não pode alterá-lo novamente"
This document is currently locked and queued for execution. Please try again after some time.,"Este documento está atualmente bloqueado e na fila para execução. Por favor, tente novamente depois de algum tempo."
This email is autogenerated,Este Email é gerado automaticamente
This feature can not be used as dependencies are missing.|||				Please contact your system manager to enable this by installing pycups!,Este recurso não pode ser usado porque faltam dependências.|||				Entre em contato com o gerente do sistema para habilitar isso instalando pycups!
This feature is brand new and still experimental,Este recurso é totalmente novo e ainda experimental
This field will appear only if the fieldname defined here has value OR the rules are true (examples):|||myfield|||eval:doc.myfield=='My Value'|||eval:doc.age&gt;18,Este campo aparecerá apenas se o nome do campo definido aqui tiver valor OU as regras forem verdadeiras (exemplos):|||myfield|||eval:doc.myfield=='My Value'|||eval:doc.age&gt;18
This file is attached to a protected document and cannot be deleted.,Este arquivo está anexado a um documento protegido e não pode ser excluído.
"This file is public and can be accessed by anyone, even without logging in. Mark it private to limit access.","Este arquivo é público e pode ser acessado por qualquer pessoa, mesmo sem fazer login. Marque-o como privado para limitar o acesso."
This file is public. It can be accessed without authentication.,Este arquivo é público. Ele pode ser acessado sem autenticação.
This form has been modified after you have loaded it,Este formulário foi modificado após você carregá-lo
This form is not editable due to a Workflow.,Este formulário não é editável devido a um fluxo de trabalho.
This geolocation provider is not supported yet.,Este provedor de geolocalização ainda não é compatível.
This goes above the slideshow.,Isso vai acima da apresentação de slides.
This is a background report. Please set the appropriate filters and then generate a new one.,Este é um relatório de antecedentes. Defina os filtros apropriados e gere um novo.
This is a top-10 common password.,Esta é uma das 10 senhas mais comuns.
This is a top-100 common password.,Esta é uma das 100 senhas mais comuns.
This is a very common password.,Esta é uma senha muito comum.
This is a virtual doctype and data is cleared periodically.,Este é um tipo de documento virtual e os dados são limpos periodicamente.
This is an automatically generated reply,Esta é uma resposta gerada automaticamente
This is similar to a commonly used password.,Isso é semelhante a uma senha comumente usada.
This link has already been activated for verification.,Este link já foi ativado para verificação.
This link is invalid or expired. Please make sure you have pasted correctly.,"Este link é inválido ou expirou. Por favor, certifique-se de ter colado corretamente."
This may get printed on multiple pages,Isso pode ser impresso em várias páginas
This month,Este mês
"This report contains {0} rows and is too big to display in browser, you can {1} this report instead.","Este relatório contém {0} linhas e é muito grande para ser exibido no navegador. Em vez disso, você pode {1} este relatório."
This report was generated on {0},Este relatório foi gerado em {0}
This report was generated {0}.,Este relatório foi gerado {0}.
This request has not yet been approved by the user.,Esta solicitação ainda não foi aprovada pelo usuário.
"This site is in read only mode, full functionality will be restored soon.","Este site está em modo somente leitura, todas as funcionalidades serão restauradas em breve."
This site is running in developer mode. Any change made here will be updated in code.,Este site está sendo executado em modo de desenvolvedor. Qualquer alteração feita aqui será atualizada no código.
This software is built on top of many open source packages.,Este software é construído sobre muitos pacotes de código aberto.
This title will be used as the title of the webpage as well as in meta tags,"Este título será usado como título da página da web, bem como em meta tags"
This value is fetched from {0}'s {1} field,Este valor é obtido do campo {1} de {0}
"This will be automatically generated when you publish the page, you can also enter a route yourself if you wish","Isso será gerado automaticamente quando você publicar a página, você também pode inserir uma rota se desejar"
This will log out {0} from all other devices,Isso desconectará {0} de todos os outros dispositivos
This will permanently remove your data.,Isso removerá permanentemente seus dados.
This will reset this tour and show it to all users. Are you sure?,Isso redefinirá este tour e o mostrará a todos os usuários. Tem certeza?
Throttled,Estrangulado
Thumbnail URL,URL da miniatura
Thursday,Quinta-feira
Time,Tempo
Time Interval,Intervalo de tempo
Time Taken,Tempo gasto
Time Window (Seconds),Janela de tempo (segundos)
Time Zone,Fuso horário
Time in Queries,Tempo em consultas
Time series based on is required to create a dashboard chart,Série temporal baseada em é necessária para criar um gráfico de painel
Time {0} must be in format: {1},A hora {0} deve estar no formato: {1}
Timed Out,Tempo limite esgotado
Timeless Night,Noite atemporal
Timeline,Linha do tempo
Timeline DocType,Tipo de documento da linha do tempo
Timeline Field,Campo da linha do tempo
Timeline Name,Nome da linha do tempo
Timeline field must be a Link or Dynamic Link,O campo Linha do tempo deve ser um Link ou Link Dinâmico
Timeline field must be a valid fieldname,O campo da linha do tempo deve ser um nome de campo válido
Timeout,Tempo esgotado
Timeout (In Seconds),Tempo limite (em segundos)
Timeseries,Série temporal
Timespan,Intervalo de tempo
Timestamp,Carimbo de data e hora
Tip: Try the new dropdown console using,Dica: experimente o novo console suspenso usando
Title,Título
Title field must be a valid fieldname,O campo de título deve ser um nome de campo válido
Title of the page,Título da página
To,Para
To Date,A data
"To add dynamic subject, use jinja tags like||||||<div><pre><code>New {{ doc.doctype }} #{{ doc.name }}</code></pre></div>","Para adicionar assunto dinâmico, use tags jinja como||||||<div><pre><code>New {{ doc.doctype }} #{{ doc.name }}</code></pre></div>"
"To add dynamic values from the document, use jinja tags like||||||<div>|||<pre><code>{ ""id"": ""{{ doc.name }}"" }</code>|||</pre>|||</div>","Para adicionar valores dinâmicos do documento, use tags jinja como||||||<div>|||<pre><code>{ ""id"": ""{{ doc.name }}"" }</code>|||</pre>|||</div>"
To allow more reports update limit in System Settings.,"Para permitir mais relatórios, limite de atualização nas configurações do sistema."
"To begin the date range at the start of the chosen period. For example, if 'Year' is selected as the period, the report will start from January 1st of the current year.","Para iniciar o intervalo de datas no início do período escolhido. Por exemplo, se 'Ano' for selecionado como período, o relatório começará a partir de 1º de janeiro do ano atual."
"To configure Auto Repeat, enable ""Allow Auto Repeat"" from {0}.","Para configurar a repetição automática, ative ""Permitir repetição automática"" em {0}."
To enable it follow the instructions in the following link: {0},"Para ativá-lo, siga as instruções no link a seguir: {0}"
"To enable server scripts, read the {0}.","Para ativar scripts de servidor, leia {0}."
"To export this step as JSON, link it in a Onboarding document and save the document.","Para exportar esta etapa como JSON, vincule-a a um documento de integração e salve o documento."
To generate password click {0},Para gerar senha clique em {0}
To know more click {0},Para saber mais clique em {0}
To print output use <code>print(text)</code>,Para imprimir a saída use <code>print(text)</code>
