 to your browser,para o seu navegador
Timed Out,Tempo limite esgotado
Timeless Night,Noite atemporal
Timeline DocType,Tipo de documento da linha do tempo
Timeline Field,Campo da linha do tempo
Timeline Links,Links da linha do tempo
Timeline Name,Nome da linha do tempo
Timeline field must be a Link or Dynamic Link,O campo Linha do tempo deve ser um Link ou Link Dinâmico
Timeline field must be a valid fieldname,O campo da linha do tempo deve ser um nome de campo válido
Timeout,Tempo esgotado
Timeout (In Seconds),Tempo limite (em segundos)
Timeseries,Série temporal
Timespan,Intervalo de tempo
Timestamp,Carimbo de data e hora
Title Field,Campo de título
Title Prefix,Prefixo do título
Title field must be a valid fieldname,O campo de título deve ser um nome de campo válido
Title of the page,Título da página
To Date Field,Campo Até a Data
To Do,Pendência
"To add dynamic subject, use jinja tags like||||||<div><pre><code>New {{ doc.doctype }} #{{ doc.name }}</code></pre></div>","Para adicionar assunto dinâmico, use tags jinja como||||||<div><pre><code>New {{ doc.doctype }} #{{ doc.name }}</code></pre></div>"
"To add dynamic subject, use jinja tags like||||||<div><pre><code>{{ doc.name }} Delivered</code></pre></div>","Para adicionar assunto dinâmico, use tags jinja como||||||<div><pre><code>{{ doc.name }} Entregue</code></pre></div>"
"To add dynamic values from the document, use jinja tags like||||||<div>|||<pre><code>{ ""id"": ""{{ doc.name }}"" }</code>|||</pre>|||</div>","Para adicionar valores dinâmicos do documento, use tags jinja como||||||<div>|||<pre><code>{ ""id"": ""{{ doc.name }}"" }</code>|||</pre>|||</div>"
To allow more reports update limit in System Settings.,"Para permitir mais relatórios, limite de atualização nas configurações do sistema."
To and CC,Para e CC
"To begin the date range at the start of the chosen period. For example, if 'Year' is selected as the period, the report will start from January 1st of the current year.","Para iniciar o intervalo de datas no início do período escolhido. Por exemplo, se 'Ano' for selecionado como período, o relatório começará a partir de 1º de janeiro do ano atual."
"To configure Auto Repeat, enable ""Allow Auto Repeat"" from {0}.","Para configurar a repetição automática, ative ""Permitir repetição automática"" em {0}."
To enable it follow the instructions in the following link: {0},"Para ativá-lo, siga as instruções no link a seguir: {0}"
"To enable server scripts, read the {0}.","Para ativar scripts de servidor, leia {0}."
"To export this step as JSON, link it in a Onboarding document and save the document.","Para exportar esta etapa como JSON, vincule-a a um documento de integração e salve o documento."
To generate password click {0},Para gerar senha clique em {0}
"To get the updated report, click on {0}.","Para obter o relatório atualizado, clique em {0}."
To know more click {0},Para saber mais clique em {0}
To print output use <code>print(text)</code>,Para imprimir a saída use <code>print(text)</code>
"To set the role {0} in the user {1}, kindly set the {2} field as {3} in one of the {4} record.","Para definir a função {0} no usuário {1}, defina o campo {2} como {3} em um dos registros {4}."
"To use Google Calendar, enable {0}.","Para usar o Google Agenda, ative {0}."
"To use Google Contacts, enable {0}.","Para usar os Contatos do Google, ative {0}."
"To use Google Drive, enable {0}.","Para usar o Google Drive, ative {0}."
"To use Google Indexing, enable <a href=""/app/google-settings"">Google Settings</a>.","Para usar a indexação do Google, ative as <a href=""/app/google-settings"">Configurações do Google</a>."
"To use Slack Channel, add a <a href=""#List/Slack%20Webhook%20URL/List"">Slack Webhook URL</a>.","Para usar o Slack Channel, adicione um <a href=""#List/Slack%20Webhook%20URL/List"">URL do Slack Webhook</a>."
To version,Para a versão
ToDo,ToDo
Today,Hoje
Toggle Chart,Alternar gráfico
Toggle Grid View,Alternar visualização em grade
Toggle Sidebar,Alternar barra lateral
Token,Símbolo
Token Cache,Cache de tokens
Token Type,Tipo de token
Token URI,URI do token
Token is missing,O token está faltando
Tomorrow,Amanhã
Too Many Documents,Muitos documentos
Too Many Requests,Muitas solicitações
Too many changes to database in single action.,Muitas alterações no banco de dados em uma única ação.
Too many queued background jobs ({0}). Please retry after some time.,"Muitos trabalhos em segundo plano na fila ({0}). Por favor, tente novamente depois de algum tempo."
"Too many users signed up recently, so the registration is disabled. Please try back in an hour","Muitos usuários se inscreveram recentemente, então o registro está desativado. Por favor, tente novamente em uma hora"
Top,Principal
Top 10,10 principais
Top Bar Item,Item da barra superior
Top Bar Items,Itens principais da barra
Top Center,Centro superior
Top Errors,Principais erros
Top Left,Canto superior esquerdo
Top Right,Canto superior direito
Topic,Tópico
Total Background Workers,Total de trabalhadores em segundo plano
Total Errors (last 1 day),Total de erros (último 1 dia)
Total Images,Total de imagens
Total Outgoing Emails,Total de e-mails enviados
Total Recipients,Total de destinatários
Total Subscribers,Total de assinantes
Total Users,Total de usuários
Total Working Time,Tempo total de trabalho
Total number of emails to sync in initial sync process ,Número total de e-mails a serem sincronizados no processo de sincronização inicial
Total:,Total:
Totals Row,Linha de totais
Trace ID,ID de rastreamento
Traceback,Rastreamento
Track Changes,Acompanhar alterações
Track Email Status,Rastrear status de e-mail
Track Field,Campo de rastreamento
Track Seen,Rastreamento visto
Track Steps,Rastrear etapas
Track Views,Visualizações de trilhas
"Track if your email has been opened by the recipient.|||<br>|||Note: If you're sending to multiple recipients, even if 1 recipient reads the email, it'll be considered ""Opened""","Acompanhe se o seu e-mail foi aberto pelo destinatário.|||<br>|||Observação: se você estiver enviando para vários destinatários, mesmo que um destinatário leia o e-mail, ele será considerado ""Aberto"""
Track milestones for any document,Acompanhe marcos de qualquer documento
Tracking URL generated and copied to clipboard,URL de rastreamento gerado e copiado para a área de transferência
Transaction Hash,Hash de transação
Transaction Log,Registro de transações
Transaction Log Report,Relatório de log de transações
Transgender,Transgênero
Transition Properties,Propriedades de transição
Transition Rules,Regras de Transição
Transitions,Transições
Translatable,Traduzível
Translate Data,Traduzir dados
Translate Link Fields,Traduzir campos de link
Translate values,Traduzir valores
Translate {0},Traduzir {0}
Translated Text,Texto traduzido
Translation,Tradução
Translations,Traduções
Trash,Lixo
Tree,Árvore
Tree View,Vista em árvore
Tree structures are implemented using Nested Set,Estruturas de árvore são implementadas usando Nested Set
Tree view is not available for {0},A visualização em árvore não está disponível para {0}
Trigger Method,Método de gatilho
Trigger Primary Action,Acionar ação primária
Trigger caching,Acionar cache
"Trigger on valid methods like ""before_insert"", ""after_update"", etc (will depend on the DocType selected)","Acione métodos válidos como ""before_insert"", ""after_update"", etc (dependerá do DocType selecionado)"
Trim Table,Tabela de corte
Try Again,Tente novamente
Try a Naming Series,Experimente uma série de nomenclatura
Try the new Print Designer,Experimente o novo Designer de Impressão
Try to avoid repeated words and characters,Tente evitar palavras e caracteres repetidos
Try to use a longer keyboard pattern with more turns,Tente usar um padrão de teclado mais longo e com mais voltas
Two Factor Authentication,Autenticação de dois fatores
Two Factor Authentication method,Método de autenticação de dois fatores
Type a reply / comment,Digite uma resposta/comentário
Type something in the search box to search,Digite algo na caixa de pesquisa para pesquisar
Type title,Digite o título
Type your reply here...,Digite sua resposta aqui...
Type:,Tipo:
UI Tour,Tour pela IU
UID,UID
UIDNEXT,UIDNEXT
UIDVALIDITY,UIDVALIDADE
UNSEEN,INVISÍVEL
"URIs for receiving authorization code once the user allows access, as well as failure responses. Typically a REST endpoint exposed by the Client App.|||<br>e.g. http://hostname/api/method/frappe.integrations.oauth2_logins.login_via_facebook","URIs para recebimento do código de autorização assim que o usuário permitir o acesso, bem como respostas de falha. Normalmente, um endpoint REST exposto pelo aplicativo cliente.|||<br>por exemplo, http://hostname/api/method/frappe.integrations.oauth2_logins.login_via_facebook"
URL for documentation or help,URL para documentação ou ajuda
URL must start with http:// or https://,O URL deve começar com http:// ou https://
URL of the page,URL da página
URL to go to on clicking the slideshow image,URL para acessar ao clicar na imagem da apresentação de slides
UTM Campaign,Campanha UTM
UTM Medium,Médio UTM
UTM Source,Fonte UTM
UUID,UUID
Un-following document {0},Documento que não segue {0}
Unable to find DocType {0},Não foi possível encontrar DocType {0}
Unable to load camera.,Não foi possível carregar a câmera.
Unable to load: {0},Não foi possível carregar: {0}
Unable to open attached file. Did you export it as CSV?,Não foi possível abrir o arquivo anexado. Você exportou como CSV?
Unable to read file format for {0},Não foi possível ler o formato de arquivo de {0}
Unable to send mail because of a missing email account. Please setup default Email Account from Settings > Email Account,Não é possível enviar e-mail devido a uma conta de e-mail ausente. Configure a conta de e-mail padrão em Configurações > Conta de e-mail
Unable to update event,Não foi possível atualizar o evento
Unable to write file format for {0},Não foi possível gravar o formato de arquivo para {0}
Unassign Condition,Cancelar atribuição de condição
Uncaught Exception,Exceção não detectada
Unchanged,Inalterado
Undo,Desfazer
Undo last action,Desfazer a última ação
Unfollow,Deixar de seguir
Unhandled Email,E-mail não tratado
Unhandled Emails,E-mails não tratados
Unique,Exclusivo
Unknown Column: {0},Coluna desconhecida: {0}
Unknown Rounding Method: {},Método de arredondamento desconhecido: {}
Unknown User,Usuário desconhecido
Unknown file encoding. Tried to use: {0},Codificação de arquivo desconhecida. Tentei usar: {0}
Unlock Reference Document,Desbloquear documento de referência
Unpublish,Cancelar publicação
Unread,Não lido
Unread Notification Sent,Notificação não lida enviada
Unsafe SQL query,Consulta SQL insegura
Unselect All,Desmarcar tudo
Unshared,Não compartilhado
Unsubscribe,Cancelar inscrição
Unsubscribe Method,Método de cancelamento de assinatura
Unsubscribe Params,Parâmetros de cancelamento de assinatura
Untitled Column,Coluna sem título
Unzip,Descompacte
Unzipped {0} files,{0} arquivos descompactados
Unzipping files...,Descompactando arquivos...
Upcoming Events for Today,Próximos eventos para hoje
Update Amendment Naming,Atualizar nomenclatura da alteração
Update Field,Atualizar campo
Update Hooks Resolution Order,Atualizar ordem de resolução de ganchos
Update Order,Atualizar pedido
Update Password,Atualizar senha
Update Series Counter,Atualizar contador de séries
Update Series Number,Atualizar número de série
Update Settings,Atualizar configurações
Update Translations,Atualizar traduções
Update Value,Atualizar valor
Update from Frappe Cloud,Atualização do Frappe Cloud
Update {0} records,Atualizar {0} registros
Updated,Atualizado
Updated Successfully,Atualizado com sucesso
Updated To A New Version \u{1F389},Atualizado para uma nova versão \u{1F389}
Updated To A New Version u{1F389},Atualizado para uma nova versão u{1F389}
Updated To A New Version üéâ,Atualizado para uma nova versão üéâ
Updating,Atualizando
Updating Email Queue Statuses. The emails will be picked up in the next scheduled run.,Atualizando status da fila de e-mail. Os e-mails serão coletados na próxima execução agendada.
Updating counter may lead to document name conflicts if not done properly,A atualização do contador pode levar a conflitos de nomes de documentos se não for feita corretamente
Updating global settings,Atualizando configurações globais
Updating naming series options,Atualizando opções de série de nomenclatura
Updating related fields...,Atualizando campos relacionados...
Updating {0},Atualizando {0}
Upgrade plan,Plano de atualização
Upgrade your support experience with Frappe Helpdesk,Atualize sua experiência de suporte com Frappe Helpdesk
Upload,Carregar
Upload Image,Carregar imagem
Upload file,Carregar arquivo
Upload {0} files,Carregar {0} arquivos
Uploaded To Dropbox,Carregado para o Dropbox
Uploaded To Google Drive,Carregado para o Google Drive
Uploading backup to Google Drive.,Fazendo upload de backup para o Google Drive.
Uploading successful.,Carregamento bem-sucedido.
Uploading to Google Drive,Fazendo upload para o Google Drive
Use % for any non empty value.,Use % para qualquer valor não vazio.
Use ASCII encoding for password,Use codificação ASCII para senha
Use First Day of Period,Use o primeiro dia da menstruação
Use HTML,Usar HTML
Use IMAP,Usar IMAP
Use Number Format from Currency,Use o formato numérico da moeda
Use POST,Usar POST
Use Report Chart,Usar gráfico de relatório
Use SSL,Usar SSL
Use STARTTLS,Usar STARTTLS
Use TLS,Usar TLS
"Use a few words, avoid common phrases.","Use poucas palavras, evite frases comuns."
Use different Email ID,Use um ID de e-mail diferente
Use if the default settings don't seem to detect your data correctly,Use se as configurações padrão não detectarem seus dados corretamente
Use of function {0} in field is restricted,O uso da função {0} no campo é restrito
Use of sub-query or function is restricted,O uso de subconsulta ou função é restrito
Use the new Print Format Builder,Use o novo Construtor de Formato de Impressão
Use this fieldname to generate title,Use este nome de campo para gerar o título
"Use this, for example, if all sent emails should also be send to an archive.","Use isto, por exemplo, se todos os e-mails enviados também devem ser enviados para um arquivo."
Used OAuth,OAuth usado
User ,Usuário
User '{0}' already has the role '{1}',O usuário '{0}' já possui a função '{1}'
User Agent,Agente do usuário
User Cannot Create,O usuário não consegue criar
User Cannot Search,O usuário não consegue pesquisar
User Changed,Usuário alterado
User Defaults,Padrões do usuário
User Doctype Permissions,Permissões de tipo de documento do usuário
User Document Type,Tipo de documento do usuário
User Document Types Limit Exceeded,Limite de tipos de documentos do usuário excedido
User Email,E-mail do usuário
User Emails,E-mails de usuários
User Group,Grupo de usuários
User Group Member,Membro do grupo de usuários
User Group Members,Membros do grupo de usuários
User ID Property,Propriedade de ID do usuário
User ID of a Blogger,ID de usuário de um Blogger
User Id,ID do usuário
User Id Field,Campo de ID do usuário
User Id Field is mandatory in the user type {0},O campo User ID é obrigatório no tipo de usuário {0}
User Image,Imagem do usuário
User Menu,Menu do usuário
User Name,Nome de usuário
User Permission,Permissão do usuário
User Permissions,Permissões do usuário
User Permissions are used to limit users to specific records.,As permissões de usuário são usadas para limitar usuários a registros específicos.
User Permissions created successfully,Permissões de usuário criadas com sucesso
User Role,Função do usuário
User Role Profile,Perfil de função do usuário
User Select Document Type,Tipo de documento selecionado pelo usuário
User Social Login,Login social do usuário
User Tags,Etiquetas de usuário
User Type,Tipo de usuário
User Type Module,Módulo de tipo de usuário
User can login using Email id or Mobile number,O usuário pode fazer login usando ID de e-mail ou número de celular
User can login using Email id or User Name,O usuário pode fazer login usando ID de e-mail ou nome de usuário
User does not exist.,O usuário não existe.
User does not have permission to create the new {0},O usuário não tem permissão para criar o novo {0}
User is mandatory for Share,O usuário é obrigatório para compartilhar
User must always select,O usuário deve sempre selecionar
User permission already exists,A permissão do usuário já existe
User with email address {0} does not exist,O usuário com endereço de e-mail {0} não existe
User with email: {0} does not exist in the system. Please ask 'System Administrator' to create the user for you.,"Usuário com e-mail: {0} não existe no sistema. Por favor, peça ao 'Administrador do Sistema' para criar o usuário para você."
User {0} cannot be deleted,O usuário {0} não pode ser excluído
User {0} cannot be disabled,O usuário {0} não pode ser desativado
User {0} cannot be renamed,O usuário {0} não pode ser renomeado
User {0} does not have access to this document,O usuário {0} não tem acesso a este documento
User {0} does not have doctype access via role permission for document {1},O usuário {0} não tem acesso doctype por meio de permissão de função para o documento {1}
User {0} does not have the permission to create a Workspace.,O usuário {0} não tem permissão para criar um espaço de trabalho.
User {0} has requested for data deletion,O usuário {0} solicitou a exclusão de dados
User {0} impersonated as {1},Usuário {0} personificado como {1}
User {0} is disabled. Please contact your System Manager.,O usuário {0} está desativado. Entre em contato com o gerente do sistema.
User {0} is not permitted to access this document.,O usuário {0} não tem permissão para acessar este documento.
Userinfo URI,URI de informações do usuário
Username,Nome de usuário
Username {0} already exists,O nome de usuário {0} já existe
Users are only able to delete attached files if the document is either in draft or if the document is canceled and they are also able to delete the document.,Os usuários só poderão excluir arquivos anexados se o documento estiver em rascunho ou se o documento for cancelado e também poderão excluir o documento.
Users with role {0}:,Usuários com função {0}:
Uses system's theme to switch between light and dark mode,Usa o tema do sistema para alternar entre o modo claro e escuro
Using this console may allow attackers to impersonate you and steal your information. Do not enter or paste code that you do not understand.,O uso deste console pode permitir que invasores se façam passar por você e roubem suas informações. Não insira ou cole código que você não entende.
Utilization %,% de utilização
Valid,Válido
Valid Login id required.,É necessário um ID de login válido.
Valid email and name required,E-mail e nome válidos obrigatórios
Validate Field,Validar campo
Validate Frappe Mail Settings,Validar configurações de correio Frappe
Validate SSL Certificate,Validar certificado SSL
Validation Error,Erro de validação
Value Based On,Valor baseado em
Value Changed,Valor alterado
Value To Be Set,Valor a ser definido
Value cannot be changed for {0},O valor não pode ser alterado para {0}
Value cannot be negative for,O valor não pode ser negativo para
Value cannot be negative for {0}: {1},O valor não pode ser negativo para {0}: {1}
Value for a check field can be either 0 or 1,O valor de um campo de verificação pode ser 0 ou 1
Value for field {0} is too long in {1}. Length should be lesser than {2} characters,O valor do campo {0} é muito longo em {1}. O comprimento deve ser menor que {2} caracteres
Value for {0} cannot be a list,O valor de {0} não pode ser uma lista
Value from this field will be set as the due date in the ToDo,O valor deste campo será definido como a data de vencimento no ToDo
Value must be one of {0},O valor deve ser um de {0}
Value to Validate,Valor para validar
Value too big,Valor muito grande
Value {0} missing for {1},Valor {0} ausente para {1}
Value {0} must be in the valid duration format: d h m s,O valor {0} deve estar no formato de duração válido: d h m s
Value {0} must in {1} format,O valor {0} deve estar no formato {1}
Verdana,Verdana
Verification,Verificação
Verification Code,Código de verificação
Verification Link,Link de verificação
Verification code email not sent. Please contact Administrator.,E-mail com código de verificação não enviado. Entre em contato com o administrador.
Verification code has been sent to your registered email address.,O código de verificação foi enviado para o seu endereço de e-mail cadastrado.
Verified,Verificado
Verify,Verificar
Verify Password,Verifique a senha
Verifying...,Verificando...
Version Updated,Versão atualizada
Video URL,URL do vídeo
View All,Ver tudo
View Audit Trail,Ver trilha de auditoria
View Blog Post,Ver postagem do blog
View Comment,Ver comentário
View Doctype Permissions,Ver permissões de tipo de documento
View File,Ver arquivo
View Full Log,Ver registro completo
View Log,Ver registro
View Permitted Documents,Ver documentos permitidos
View Properties (via Customize Form),Ver propriedades (por meio do formulário personalizado)
View Report,Ver relatório
View Settings,Ver configurações
View Switcher,Ver alternador
View document,Ver documento
View report in your browser,Visualize o relatório no seu navegador
View this in your browser,Veja isso no seu navegador
View your response,Veja sua resposta
View {0},Ver {0}
Viewed By,Visto por
Virtual,Virtual
Virtual DocType {} requires a static method called {} found {},Virtual DocType {} requer um método estático chamado {} encontrado {}
Virtual DocType {} requires overriding an instance method called {} found {},Virtual DocType {} requer a substituição de um método de instância chamado {} encontrado {}
Visibility,Visibilidade
Visible to website/portal users.,Visível para usuários do site/portal.
Visit,Visita
Visit Web Page,Visite a página da web
Visitor ID,ID do visitante
Want to discuss?,Quer discutir?
Warning: DATA LOSS IMMINENT! Proceeding will permanently delete following database columns from doctype {0}:,Aviso: PERDA DE DADOS IMINENTE! O procedimento excluirá permanentemente as seguintes colunas do banco de dados do tipo de documento {0}:
Warning: Naming is not set,Aviso: a nomenclatura não está definida
Warning: Unable to find {0} in any table related to {1},Aviso: não foi possível encontrar {0} em nenhuma tabela relacionada a {1}
Warning: Updating counter may lead to document name conflicts if not done properly,Aviso: A atualização do contador pode causar conflitos de nomes de documentos se não for feita corretamente
Was this article helpful?,Este artigo foi útil?
Watch Tutorial,Assistir ao tutorial
We do not allow editing of this document. Simply click the Edit button on the workspace page to make your workspace editable and customize it as you wish,Não permitimos a edição deste documento. Basta clicar no botão Editar na página do espaço de trabalho para tornar seu espaço de trabalho editável e personalizá-lo como desejar
We have received a request for deletion of {0} data associated with: {1},Recebemos uma solicitação de exclusão de {0} dados associados a: {1}
We have received a request from you to download your {0} data associated with: {1},Recebemos uma solicitação sua para fazer download dos seus {0} dados associados a: {1}
We would like to thank the authors of these packages for their contribution.,Gostaríamos de agradecer aos autores destes pacotes pela sua contribuição.
We've received your query!,Recebemos sua consulta!
Weak,Fraco
Web Form,Formulário Web
Web Form Field,Campo de formulário da web
Web Form Fields,Campos de formulário da web
Web Form List Column,Coluna da lista de formulários da Web
Web Page,Página da Internet
Web Page Block,Bloqueio de página da web
Web Page URL,URL da página da web
Web Page View,Visualização de página da Web
Web Template,Modelo da Web
Web Template Field,Campo de modelo da Web
Web Template Values,Valores do modelo da Web
Web Template is not specified,O modelo da Web não foi especificado
Web View,Visualização da Web
Webhook,Webhook
Webhook Data,Dados de webhook
Webhook Header,Cabeçalho do webhook
Webhook Headers,Cabeçalhos de webhook
Webhook Request,Solicitação de webhook
Webhook Request Log,Registro de solicitação de webhook
Webhook Secret,Segredo do webhook
Webhook Security,Segurança de webhook
Webhook Trigger,Gatilho de webhook
Webhook URL,URL do webhook
Website Analytics,Análise do site
Website Meta Tag,Metatag do site
Website Route Meta,Meta da rota do site
Website Route Redirect,Redirecionamento de rota do site
Website Script,Roteiro do site
Website Search Field,Campo de pesquisa do site
Website Search Field must be a valid fieldname,O campo de pesquisa do site deve ser um nome de campo válido
Website Settings,Configurações do site
Website Sidebar,Barra lateral do site
Website Sidebar Item,Item da barra lateral do site
Website Slideshow,Apresentação de slides do site
Website Slideshow Item,Item de apresentação de slides do site
Website Theme,Tema do site
Website Theme Ignore App,Tema do site para ignorar aplicativo
Website Theme Image,Imagem do tema do site
Website Theme image link,Link da imagem do tema do site
Websocket,WebSocket
Weekdays,Dias da semana
Weekly Long,Semanalmente Longo
Welcome,Bem-vindo
Welcome Email Template,Modelo de e-mail de boas-vindas
Welcome URL,URL de boas-vindas
What's New,O que há de novo
"When enabled this will allow guests to upload files to your application, You can enable this if you wish to collect files from user without having them to log in, for example in job applications web form.","Quando ativado, isso permitirá que os convidados carreguem arquivos para o seu aplicativo. Você pode ativar isso se desejar coletar arquivos do usuário sem que eles façam login, por exemplo, no formulário da web de pedidos de emprego."
"When sending document using email, store the PDF on Communication. Warning: This can increase your storage usage.","Ao enviar documento por e-mail, armazene o PDF em Comunicação. Aviso: isso pode aumentar o uso do armazenamento."
"When uploading files, force the use of the web-based image capture. If this is unchecked, the default behavior is to use the mobile native camera when use from a mobile is detected.","Ao fazer upload de arquivos, force o uso da captura de imagens baseada na web. Se esta opção estiver desmarcada, o comportamento padrão é usar a câmera nativa do celular quando o uso de um celular for detectado."
"When you Amend a document after Cancel and save it, it will get a new number that is a version of the old number.","Quando você altera um documento após cancelar e o salva, ele receberá um novo número que é uma versão do número antigo."
Which view of the associated DocType should this shortcut take you to?,Para qual visualização do DocType associado esse atalho deve levá-lo?
Width,Largura
Widths can be set in px or %.,As larguras podem ser definidas em px ou%.
Wildcard Filter,Filtro curinga
"Will add ""%"" before and after the query","Adicionará ""%"" antes e depois da consulta"
Will be used in url (usually first name).,Será usado na URL (geralmente o primeiro nome).
Will be your login ID,Será o seu ID de login
Will only be shown if section headings are enabled,Só será mostrado se os títulos das seções estiverem ativados
Will run scheduled jobs only once a day for inactive sites. Set it to 0 to avoid automatically disabling the scheduler.,Executará trabalhos agendados apenas uma vez por dia para sites inativos. Defina-o como 0 para evitar a desativação automática do agendador.
With Letter head,Com cabeça de carta
Worker Information,Informações do trabalhador
Worker Name,Nome do trabalhador
Workflow,Fluxo de trabalho
Workflow Action,Ação de fluxo de trabalho
Workflow Action Master,Mestre de ações de fluxo de trabalho
Workflow Action Name,Nome da ação do fluxo de trabalho
Workflow Action Permitted Role,Função permitida de ação de fluxo de trabalho
Workflow Action is not created for optional states,A ação do fluxo de trabalho não é criada para estados opcionais
Workflow Builder,Construtor de fluxo de trabalho
Workflow Builder ID,ID do criador de fluxo de trabalho
Workflow Builder allows you to create workflows visually. You can drag and drop states and link them to create transitions. Also you can update thieir properties from the sidebar.,"Workflow Builder allows you to create workflows visually. Você pode arrastar e soltar estados e vinculá-los para criar transições. Além disso, você pode atualizar suas propriedades na barra lateral."
Workflow Data,Dados de fluxo de trabalho
Workflow Details,Detalhes do fluxo de trabalho
Workflow Document State,Estado do documento de fluxo de trabalho
Workflow Name,Nome do fluxo de trabalho
Workflow State,Estado do fluxo de trabalho
Workflow State Field,Campo de estado do fluxo de trabalho
Workflow State not set,Estado do fluxo de trabalho não definido
Workflow State transition not allowed from {0} to {1},Transição do estado do fluxo de trabalho não permitida de {0} para {1}
Workflow States Don't Exist,Estados de fluxo de trabalho não existem
Workflow Status,Status do fluxo de trabalho
Workflow Transition,Transição do Fluxo de Trabalho
Workflow state represents the current state of a document.,O estado do fluxo de trabalho representa o estado atual de um documento.
Workflow updated successfully,Fluxo de trabalho atualizado com sucesso
Workspace,Espaço de trabalho
Workspace <b>{0}</b> does not exist,A área de trabalho <b>{0}</b> não existe
Workspace Chart,Gráfico do espaço de trabalho
Workspace Custom Block,Bloco personalizado do espaço de trabalho
Workspace Link,Link do espaço de trabalho
Workspace Manager,Gerenciador de espaço de trabalho
Workspace Number Card,Cartão de número do espaço de trabalho
Workspace Quick List,Lista rápida do espaço de trabalho
Workspace Setup Completed,Configuração do espaço de trabalho concluída
Workspace Shortcut,Atalho do espaço de trabalho
Workspace Visibility,Visibilidade do espaço de trabalho
Workspace {0} created,Espaço de trabalho {0} criado
Workspaces,Espaços de trabalho
Would you like to publish this comment? This means it will become visible to website/portal users.,Gostaria de publicar este comentário? Isso significa que ele ficará visível para os usuários do site/portal.
Would you like to unpublish this comment? This means it will no longer be visible to website/portal users.,Gostaria de cancelar a publicação deste comentário? Isso significa que não estará mais visível para os usuários do site/portal.
Write,Escrever
Wrong Fetch From value,Valor de busca de errado
X Axis Field,Campo do Eixo X
X Field,Campo X
XLSX,XLSX
Y Axis,Eixo Y
Y Axis Fields,Campos do eixo Y
Y Field,Campo Y
Yahoo Mail,E-mail do Yahoo
Yandex.Mail,Yandex.Mail
Yesterday,Ontem
You,Você
You Liked,Você gostou
You are connected to internet.,Você está conectado à internet.
You are impersonating as another user.,Você está se passando por outro usuário.
You are not allowed to access this resource,Você não tem permissão para acessar este recurso
You are not allowed to access this {0} record because it is linked to {1} '{2}' in field {3},Você não tem permissão para acessar este registro {0} porque ele está vinculado a {1} '{2}' no campo {3}
"You are not allowed to access this {0} record because it is linked to {1} '{2}' in row {3}, field {4}","Você não tem permissão para acessar este registro {0} porque ele está vinculado a {1} '{2}' na linha {3}, campo {4}"
You are not allowed to create columns,Você não tem permissão para criar colunas
You are not allowed to delete Standard Report,Você não tem permissão para excluir o Relatório padrão
You are not allowed to delete a standard Website Theme,Você não tem permissão para excluir um tema de site padrão
You are not allowed to edit the report.,Você não tem permissão para editar o relatório.
You are not allowed to export {} doctype,Você não tem permissão para exportar {} tipo de documento
You are not allowed to print this report,Você não tem permissão para imprimir este relatório
You are not allowed to send emails related to this document,Você não tem permissão para enviar e-mails relacionados a este documento
You are not allowed to update this Web Form Document,Você não tem permissão para atualizar este documento de formulário da Web
You are not connected to Internet. Retry after sometime.,Você não está conectado à Internet. Tente novamente depois de algum tempo.
You are not permitted to access this page without login.,Você não tem permissão para acessar esta página sem login.
You are not permitted to access this page.,Você não tem permissão para acessar esta página.
You are not permitted to access this resource.,Você não tem permissão para acessar este recurso.
You are now following this document. You will receive daily updates via email. You can change this in User Settings.,Agora você está acompanhando este documento. Você receberá atualizações diárias por e-mail. Você pode alterar isso nas configurações do usuário.
"You are only allowed to update order, do not remove or add apps.","Você só tem permissão para atualizar o pedido, não remover ou adicionar aplicativos."
"You are selecting Sync Option as ALL, It will resync all read as well as unread message from server. This may also cause the duplication of Communication (emails).",Você está selecionando a opção de sincronização como ALL. Ele irá ressincronizar todas as mensagens lidas e não lidas do servidor. Isto também pode causar a duplicação da Comunicação (e-mails).
You attached {0},Você anexou {0}
You can add dynamic properties from the document by using Jinja templating.,Você pode adicionar propriedades dinâmicas do documento usando modelos Jinja.
You can also access wkhtmltopdf variables (valid only in PDF print):,Você também pode acessar variáveis ​​wkhtmltopdf (válidas apenas na impressão de PDF):
You can also copy-paste following link in your browser,Você também pode copiar e colar o seguinte link em seu navegador
You can also copy-paste this ,Você também pode copiar e colar isso
You can also copy-paste this {0} to your browser,Você também pode copiar e colar este {0} em seu navegador
"You can change Submitted documents by cancelling them and then, amending them.","Você pode alterar os documentos enviados cancelando-os e, em seguida, alterando-os."
You can change the retention policy from {0}.,Você pode alterar a política de retenção de {0}.
You can continue with the onboarding after exploring this page,Você pode continuar com a integração depois de explorar esta página
You can disable this {0} instead of deleting it.,Você pode desativar este {0} em vez de excluí-lo.
You can increase the limit from System Settings.,Você pode aumentar o limite nas configurações do sistema.
You can manually remove the lock if you think it's safe: {},Você pode remover o bloqueio manualmente se achar que é seguro: {}
You can only insert images in Markdown fields,Você só pode inserir imagens em campos Markdown
You can only print upto {0} documents at a time,Você só pode imprimir até {0} documentos por vez
You can only set the 3 custom doctypes in the Document Types table.,Você só pode definir os três tipos de documentos personalizados na tabela Tipos de documentos.
